PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT (2020),BIN,BBL,NTA (2020)
1EJQ,K435,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,PERFORMING ARTS AND TECH. HS -,400 PENNSYLVANIA AVENUE,65843,03/07/2023,BROOKLYN,11207,40.667456,-73.894747,305,42,1156,3084440,3037880001,BK0502
1EJR,Q268,ARCHITECTURAL AND BARRIER REMOVAL,P.S. 268 - QUEENS,92-07 175 STREET,150104,03/07/2023,QUEENS,11433,40.707537,-73.785626,412,27,444,4217573,4102150001,QN1201
1EJT,K171,GYMNASIUM UPGRADE,I.S. 171 - BROOKLYN,528 RIDGEWOOD AVENUE,157701,03/07/2023,BROOKLYN,11208,40.68618,-73.869625,305,37,1184,3092456,3041340020,BK0501
1EJU,Q015,LIBRARY RECONSTRUCTION AND UPGRADE,P.S. 15 - QUEENS,121-15 LUCAS STREET,184079,03/07/2023,QUEENS,11413,40.686047,-73.757423,412,27,376,4273142,4126720001,QN1205
1EJV,M477,SCIENCE LAB UPGRADE,STUYVESANT HS - MANHATTAN,345 CHAMBERS STREET,79153,03/07/2023,MANHATTAN,10282,40.7177,-74.01399,101,1,31703,1084587,1000160215,MN0101
1EJW,K455,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,BOYS & GIRLS HS - BROOKLYN,1700 FULTON STREET,158335,03/07/2023,BROOKLYN,11213,40.67944,-73.932407,303,36,271,3047996,3017010001,BK0302
1EJX,K555,SCIENCE LAB UPGRADE,BROOKLYN COLLEGE ACADEMY - K,2900 BEDFORD AVENUE,191780,03/07/2023,BROOKLYN,11210,40.63176,-73.952667,314,45,772,3347326,3075520100,BK1401
1EJY,K101,AIR CONDITIONING SPLIT SYSTEM,P.S. 101 - BROOKLYN,8696 24TH AVENUE,32700,03/07/2023,BROOKLYN,11214,40.597133,-73.991614,311,43,302,3427175,3068750032,BK1103
1EJZ,K371,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 371 (OLD 615K),355 37 STREET,95000,03/07/2023,BROOKLYN,11232,40.654293,-74.005889,307,38,84,3337059,3006960031,BK0702
1EK0,Q205,LIBRARY RECONSTRUCTION AND UPGRADE,P.S. 205 - QUEENS,75-25 BELL BOULEVARD,123402,03/07/2023,QUEENS,11364,40.737678,-73.756791,411,23,129103,4164007,4077530001,QN1104
1EK1,M165,CAFETARIA/MULTI PURPOSE,P.S. 165 - MANHATTAN,234 WEST 109 STREET,22858,03/07/2023,MANHATTAN,10025,40.802917,-73.965613,107,7,195,1056676,1018800013,MN0703
1EK2,R005,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,325679,03/07/2023,STATEN IS,10312,40.530169,-74.187635,503,51,176,5082407,5065660001,SI0304
1EK3,R038,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 38 - STATEN ISLAND,421 LINCOLN AVENUE,261058,03/07/2023,STATEN IS,10306,40.574747,-74.09992,502,50,11203,5054213,5037320006,SI0202
1EK4,K282,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 282 - BROOKLYN,180 6TH AVENUE,161141,03/07/2023,BROOKLYN,11217,40.67634,-73.977367,306,39,131,3019597,3009500024,BK0602
1EK5,Q054,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 54 - QUEENS,86-02 127 STREET,98443,03/07/2023,QUEENS,11418,40.70292,-73.824221,409,29,14201,4193916,4092800001,QN0902
1EK6,Q139,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 139 - QUEENS,93-06 63 DRIVE,145974,03/07/2023,QUEENS,11374,40.72814,-73.863582,406,30,693,4072457,4030950050,QN0601
1EK7,Q200,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 200 - QUEENS,70-10 164 STREET,237918,03/07/2023,QUEENS,11365,40.731369,-73.805116,408,24,122704,4146990,4067890001,QN0802
1EK8,Q420,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,G. WASHINGTON CARVER HS FOR SC,143-10 SPRINGFIELD BOULEVARD,300000,03/07/2023,QUEENS,11413,40.668235,-73.756839,412,31,330,4280845,4130570056,QN1204
1EK9,X108,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 108 - BRONX,1166 NEILL AVENUE,100000,03/07/2023,BRONX,10461,40.854726,-73.853227,211,13,288,2048608,2042750001,BX1102
1EKA,X819,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 207 - BRONX,3030 GODWIN TERRACE,366144,03/07/2023,BRONX,10463,40.878322,-73.906556,208,11,289,2083138,2057010105,BX0802
1EKB,X392,ANSUL SYSTEM IMPROVEMENT - UPGRADE AND RECONSTRUCTION OF KITCHEN RANGE HOOD FIRE EXTINGUISHING SYSTE,M.S./H.S. 269 - BRONX,928 SIMPSON STREET,30138,03/07/2023,BRONX,10459,40.820579,-73.893128,202,17,89,2116211,2027230033,BX0201
1EKC,R049,CAFETARIA/MULTI PURPOSE,I.S. 49 - STATEN ISLAND,101 WARREN STREET,70960,03/07/2023,STATEN IS,10304,40.620347,-74.081643,501,49,29,5014184,5005560080,SI0102
1EKD,R049,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,I.S. 49 - STATEN ISLAND,101 WARREN STREET,90270,03/07/2023,STATEN IS,10304,40.620347,-74.081643,501,49,29,5014184,5005560080,SI0102
1EKE,Q126,GYMNASIUM UPGRADE,I.S. 126 - QUEENS,31-51 21 STREET,165938,03/07/2023,QUEENS,11106,40.766264,-73.930709,401,22,77,4006382,4005530001,QN0102
1EKF,K072,SCIENCE LAB UPGRADE,EAST NEW YORK MIDDLE SCHOOL OF,605 SHEPHERD AVENUE,26643,03/07/2023,BROOKLYN,11208,40.669387,-73.879614,305,42,1164,3090219,3040690001,BK0502
1EKG,K075,LIBRARY RECONSTRUCTION AND UPGRADE,P.S. 75 - BROOKLYN,95 GROVE STREET,150000,03/07/2023,BROOKLYN,11221,40.693313,-73.920666,304,37,419,3075879,3033140001,BK0402
1EKH,K175,SCIENCE LAB UPGRADE,FREDERICK DOUGLAS ACAD VII HS,226 BRISTOL STREET,141175,03/07/2023,BROOKLYN,11212,40.665878,-73.911705,316,41,924,3081419,3035410001,BK1602
1EKI,K181,SCIENCE LAB UPGRADE,P.S. 181 - BROOKLYN,1023 NEW YORK AVENUE,153627,03/07/2023,BROOKLYN,11203,40.648138,-73.946367,317,45,856,3327776,3049040010,BK1701
1EKJ,K190,SCIENCE LAB UPGRADE,P.S. 190 - BROOKLYN,590 SHEFFIELD AVENUE,204641,03/07/2023,BROOKLYN,11207,40.662326,-73.894441,305,42,1128,3085491,3038380018,BK0503
1EKK,K210,SCIENCE LAB UPGRADE,I.S. 394 - BROOKLYN,188 ROCHESTER AVENUE,136136,03/07/2023,BROOKLYN,11213,40.672762,-73.927973,308,36,347,3036289,3013670022,BK0802
1EKL,K212,SCIENCE LAB UPGRADE,P.S. 212 - BROOKLYN,87 BAY 49 STREET,127554,03/07/2023,BROOKLYN,11214,40.587616,-73.985948,313,47,31401,3187407,3069170001,BK1301
1EKM,K313,SCIENCE LAB UPGRADE,I.S. 527 - BROOKLYN,283 ADAMS STREET,179000,03/07/2023,BROOKLYN,11201,40.694682,-73.988853,302,33,11,3331741,3001400010,BK0202
1EKN,K460,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,MILLENIUM BROOKLYN HIGH SCHOOL,237 7TH AVENUE,277645,03/07/2023,BROOKLYN,11215,40.669629,-73.979287,306,39,155,3025510,3010820001,BK0602
1EKO,K515,SCIENCE LAB UPGRADE,ACAD FOR CONSERV & THE ENVIR -,6565 FLATLANDS AVENUE,364874,03/07/2023,BROOKLYN,11236,40.633285,-73.916735,318,46,950,3224139,3079980005,BK1803
1EKP,K580,SCIENCE LAB UPGRADE,GEORGE WESTINGHOUSE VOC. HS,105 JOHNSON STREET,200648,03/07/2023,BROOKLYN,11201,40.694926,-73.986015,302,33,13,3348041,3001310001,BK0202
1EKQ,M050,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 964 - MANHATTAN,433 EAST 100 STREET,468228,03/07/2023,MANHATTAN,10029,40.785258,-73.941526,111,8,162,1083933,1016940001,MN1101
1EKR,M185,GYMNASIUM UPGRADE,P.S. 185 - MANHATTAN,20 WEST 112 STREET,200000,03/07/2023,MANHATTAN,10026,40.798511,-73.949251,110,9,186,1051410,1015950015,MN1001
1EKT,M323,SCIENCE LAB UPGRADE,M.S. 297,75 MORTON STREET,170000,03/07/2023,MANHATTAN,10014,40.730999,-74.007191,102,3,69,1010407,1006030049,MN0203
1EKU,R024,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF ELECTRICAL SYSTEMS,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,250000,03/07/2023,STATEN IS,10308,40.545281,-74.14632,503,51,13203,5065854,5051530108,SI0302
1EKV,R024,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,105132,03/07/2023,STATEN IS,10308,40.545281,-74.14632,503,51,13203,5065854,5051530108,SI0302
1EKW,R026,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION AND REPLACEMENT OF INTERIOR FLOORING,P.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,238412,03/07/2023,STATEN IS,10314,40.591702,-74.190648,502,50,29102,5107386,5026340001,SI0204
1EKX,R044,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 44 - STATEN ISLAND,80 MAPLE PARKWAY,78684,03/07/2023,STATEN IS,10303,40.63179,-74.156439,501,49,231,5027641,5012180001,SI0107
1EKY,K286,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 811 (@ K286),2525 HARING STREET,134879,03/07/2023,BROOKLYN,11235,40.591109,-73.9391,315,48,596,3204767,3074470001,BK1503
1EKZ,K075,SCIENCE LAB UPGRADE,P.S. 75 - BROOKLYN,95 GROVE STREET,151170,03/07/2023,BROOKLYN,11221,40.693313,-73.920666,304,37,419,3075879,3033140001,BK0402
1EL0,K610,SCIENCE LAB UPGRADE,A-TECH HIGH SCHOOL - K,50 BEDFORD AVENUE,136492,03/07/2023,BROOKLYN,11222,40.721981,-73.953281,301,33,517,3066698,3026700001,BK0102
1EL1,K003,GYMNASIUM UPGRADE,P.S. 3 - BROOKLYN,50 JEFFERSON AVENUE,300000,03/07/2023,BROOKLYN,11216,40.682663,-73.955338,303,36,227,3057406,3019980001,BK0301
1EL2,K369,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,COY L. COX SCHOOL,383 STATE STREET,142849,03/07/2023,BROOKLYN,11217,40.687257,-73.983579,302,33,41,3000567,3001720055,BK0202
1EL3,K012,SCIENCE LAB UPGRADE,P.S. 12 - BROOKLYN,430 HOWARD AVENUE,50000,03/07/2023,BROOKLYN,11233,40.673073,-73.919594,316,41,363,3039174,3014570032,BK1601
1EL4,K012,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,I.S. 484 - BROOKLYN,430 HOWARD AVENUE,88780,03/07/2023,BROOKLYN,11233,40.673073,-73.919594,316,41,363,3039174,3014570032,BK1601
1EL5,K120,LIBRARY RECONSTRUCTION AND UPGRADE,P.S. 120 - BROOKLYN,18 BEAVER STREET,300000,03/07/2023,BROOKLYN,11206,40.700609,-73.93834,304,34,389,3071806,3031370026,BK0401
1EL6,K162,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,I.S. 162 - BROOKLYN,1390 WILLOUGHBY AVENUE,765656,03/07/2023,BROOKLYN,11237,40.707229,-73.919805,304,34,445,3073018,3032120001,BK0401
1EL7,K217,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 217 - BROOKLYN,1100 NEWKIRK AVENUE,208852,03/07/2023,BROOKLYN,11230,40.63398,-73.966558,314,45,526,3121072,3052320001,BK1402
1EL8,K222,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 222 - BROOKLYN,3301 QUENTIN ROAD,167309,03/07/2023,BROOKLYN,11234,40.613317,-73.938871,318,46,646,3212254,3077060001,BK1802
1EL9,K255,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 255 - BROOKLYN,1866 EAST 17 STREET,143193,03/07/2023,BROOKLYN,11229,40.604349,-73.955528,315,48,558,3184034,3068210123,BK1502
1ELA,K271,CAFETARIA/MULTI PURPOSE,EAGLE ACAD YOUNG MEN AT OCEAN,1137 HERKIMER STREET,157509,03/07/2023,BROOKLYN,11233,40.677805,-73.915843,316,41,301,3042157,3015500001,BK1601
1ELB,K276,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 276 - BROOKLYN,1070 EAST 83 STREET,150000,03/07/2023,BROOKLYN,11236,40.634085,-73.907925,318,46,996,3225637,3080340001,BK1803
1ELC,K277,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 277 - BROOKLYN,2529 GERRITSEN AVENUE,96165,03/07/2023,BROOKLYN,11229,40.596145,-73.928793,318,46,666,3242369,3085900650,BK1891
1ELD,K390,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF ELECTRICAL SYSTEMS,M.S. 354 - BROOKLYN,1224 PARK PLACE,104133,03/07/2023,BROOKLYN,11213,40.672713,-73.936924,308,36,343,3036405,3013700029,BK0802
1ELE,K399,GYMNASIUM UPGRADE,P.S. 399 - BROOKLYN,2707 ALBEMARLE ROAD,230000,03/07/2023,BROOKLYN,11226,40.648044,-73.951891,317,40,824,3117396,3051110001,BK1701
1ELF,K620,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,WILLIAM E. GRADY VOC HS - K,25 BRIGHTON 4 ROAD,40258,03/07/2023,BROOKLYN,11235,40.582585,-73.963477,313,48,366,3196378,3072610201,BK1303
1ELG,K722,SCIENCE LAB UPGRADE,P.S. 721 OTC,64 AVENUE X,136908,03/07/2023,BROOKLYN,11223,40.589317,-73.98131,313,47,308,3385667,3071850020,BK1301
1ELH,M009,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 9 - MANHATTAN,100 WEST 84 STREET,223717,03/07/2023,MANHATTAN,10024,40.785287,-73.97343,107,6,169,1032119,1012140029,MN0702
1ELI,M043,CAFETARIA/MULTI PURPOSE,I.S. 286 - MANHATTAN,509 WEST 129 STREET,271861,03/07/2023,MANHATTAN,10027,40.815256,-73.955325,109,7,219,1059723,1019840033,MN0902
1ELJ,M124,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 124 - MANHATTAN,40 DIVISION STREET,115380,03/07/2023,MANHATTAN,10002,40.714182,-73.995451,103,1,16,1075787,1002890001,MN0301
1ELK,M137,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 184 - MANHATTAN,327 CHERRY STREET,98887,03/07/2023,MANHATTAN,10002,40.711549,-73.986542,103,1,201,1003143,1002450007,MN0301
1ELL,M013,AIR CONDITIONING SPLIT SYSTEM,CENTRAL PARK EAST HS - MANHATT,1573 MADISON AVENUE,75000,03/07/2023,MANHATTAN,10029,40.793763,-73.949381,111,8,17401,1051515,1016120050,MN1101
1ELM,M535,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,MANHATTAN BRIDGES - MANHATTAN,525 WEST 50 STREET,154566,03/07/2023,MANHATTAN,10019,40.765234,-73.993076,104,3,13501,1083802,1010790029,MN0402
1ELN,Q002,SCIENCE LAB UPGRADE,P.S. 2 - QUEENS,21-15 75TH STREET,160000,03/07/2023,QUEENS,11370,40.769855,-73.894585,401,22,317,4624308,4009710001,QN0101
1ELO,Q040,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 40 - QUEENS,109-20 UNION HALL STREET,128636,03/07/2023,QUEENS,11433,40.694125,-73.790675,412,28,260,4263341,4121510001,QN1202
1ELP,Q055,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 55 - QUEENS,131-10 97 AVENUE,210456,03/07/2023,QUEENS,11419,40.694004,-73.816617,409,29,154,4200233,4094770001,QN0903
1ELQ,Q080,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 80 - QUEENS,171-05 137 AVENUE,178352,03/07/2023,QUEENS,11434,40.67282,-73.769252,412,28,33405,4270056,4124950166,QN1204
1ELR,Q086,BUILDING SYSTEM IMPROVEMENT - RECONSTRUCTION OF ELECTRICAL SYSTEMS,P.S. 86 - QUEENS,87-41 PARSONS BOULEVARD,100000,03/07/2023,QUEENS,11432,40.708898,-73.803938,408,24,448,4438678,4097740001,QN0805
1ELT,Q101,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 101 - QUEENS,2 RUSSELL PLACE,100000,03/07/2023,QUEENS,11375,40.715585,-73.843898,406,29,723,4078312,4032700001,QN0602
1ELU,Q112,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 112 - QUEENS,25-05 37 AVENUE,44830,03/07/2023,QUEENS,11101,40.756891,-73.934523,401,26,3302,4004170,4003440001,QN0105
1ELV,Q150,SCIENCE LAB UPGRADE,P.S. 150 - QUEENS,40-01 43 AVENUE,102431,03/07/2023,QUEENS,11104,40.745537,-73.923776,402,26,18101,4002387,4001850001,QN0202
1ELW,Q151,SCIENCE LAB UPGRADE,P.S. 151 - QUEENS,50-05 31 AVENUE,86423,03/07/2023,QUEENS,11377,40.757499,-73.908898,401,26,163,4014094,4007520001,QN0104
1ELX,Q175,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 175 - QUEENS,64-35 102 STREET,199813,03/07/2023,QUEENS,11374,40.730941,-73.853164,406,29,721,4051200,4021280014,QN0602
1ELY,Q206,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 206 - QUEENS,61-01 97TH PLACE,109086,03/07/2023,QUEENS,11374,40.734272,-73.861556,406,24,71702,4000000,4020830123,QN0601
1ELZ,Q216,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,J.H.S. 216 - QUEENS,64-20 175 STREET,250000,03/07/2023,QUEENS,11365,40.737517,-73.794031,408,24,1341,4149078,4069030001,QN0803
1EM0,Q234,SCIENCE LAB UPGRADE,P.S. 234 - QUEENS,30-15 29TH STREET,125339,03/07/2023,QUEENS,11102,40.767305,-73.923246,401,22,73,4007619,4005920015,QN0103
1EM1,Q234,SCIENCE LAB UPGRADE,I.S. 235 - QUEENS,30-15 29TH STREET,112224,03/07/2023,QUEENS,11102,40.767305,-73.923246,401,22,73,4007619,4005920015,QN0103
1EM2,Q397,SCIENCE LAB UPGRADE,DISTRICT 30 PRE-K CENTER,32-52 37TH STREET,98608,03/07/2023,QUEENS,11103,40.759308,-73.920948,401,22,59,4436898,4006470016,QN0103
1EM3,Q410,AIR CONDITIONING SPLIT SYSTEM,CHANNEL VIEW SCL FOR RESEARCH,100-00 BEACH CHANNEL DRIVE,1211120,03/07/2023,QUEENS,11694,40.586066,-73.822624,414,32,94201,4303773,4161670099,QN1402
1EM4,Q410,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,CHANNEL VIEW SCL FOR RESEARCH,100-00 BEACH CHANNEL DRIVE,433315,03/07/2023,QUEENS,11694,40.586066,-73.822624,414,32,94201,4303773,4161670099,QN1402
1EM5,R024,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,379728,03/07/2023,STATEN IS,10308,40.545281,-74.14632,503,51,13203,5065854,5051530108,SI0302
1EM6,R861,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 861 - STATEN ISLAND,280 REGIS DRIVE,100000,03/07/2023,STATEN IS,10314,40.620676,-74.164277,501,49,30301,5032481,5016530001,SI0107
1EM7,X073,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 73 - BRONX,1020 ANDERSON AVENUE,214204,03/07/2023,BRONX,10452,40.832706,-73.926838,204,16,189,2003051,2025040082,BX0402
1EM8,X075,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 75 - BRONX,984 FAILE STREET,86515,03/07/2023,BRONX,10459,40.822719,-73.889435,202,17,119,2006079,2027470001,BX0202
1EM9,X153,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 153 - BRONX,650 BAYCHESTER AVENUE,58027,03/07/2023,BRONX,10475,40.872608,-73.833727,210,12,46205,2097470,2051410150,BX1004
1EMA,X205,CAFETARIA/MULTI PURPOSE,P.S. 205 - BRONX,2475 SOUTHERN BOULEVARD,223815,03/07/2023,BRONX,10458,40.855263,-73.881139,206,15,393,2086808,2031150021,BX0603
1EMB,X155,SCIENCE LAB UPGRADE,UNIVERSITY PREP CHARTER MIDDLE,470 JACKSON AVENUE,208265,03/07/2023,BRONX,10455,40.811162,-73.909804,201,8,35,2003910,2025780027,BX0101
1EMC,R039,SCIENCE LAB UPGRADE,P.S. 39 - STATEN ISLAND,99 MACFARLAND AVENUE,156092,03/07/2023,STATEN IS,10305,40.597653,-74.070052,502,50,2002,5045488,5030970014,SI0201
1EMD,M104,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 104 - MANHATTAN,330 EAST 21 STREET,234333,03/07/2023,MANHATTAN,10010,40.736094,-73.980663,106,2,64,1081671,1009260001,MN0602
1EME,M528,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,I.S. 528 - MANHATTAN,180 WADSWORTH AVENUE,29674,03/07/2023,MANHATTAN,10033,40.85051,-73.934485,112,10,271,1063928,1021640032,MN1202
1EMF,M133,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 133 - MANHATTAN,2121 5TH AVENUE,147718,03/07/2023,MANHATTAN,10037,40.809672,-73.939872,111,9,206,1054276,1017550001,MN1102
1EMG,K033,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,SUCCESS ACADEMY CHARTER SCHOOL,70 TOMPKINS AVENUE,185779,03/07/2023,BROOKLYN,11206,40.697152,-73.946641,303,36,257,3048517,3017430018,BK0301
1EMH,K415,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,IT TAKES A VILLAGE ACADEMY - K,5800 TILDEN AVENUE,148458,03/07/2023,BROOKLYN,11203,40.648657,-73.922171,317,45,936,3104598,3047420001,BK1703
1EMI,K214,SCIENCE LAB UPGRADE,P.S. 214 - BROOKLYN,2944 PITKIN AVENUE,165691,03/07/2023,BROOKLYN,11208,40.676513,-73.863151,305,37,1202,3095254,3042430001,BK0505
1EMJ,K020,SCIENCE LAB UPGRADE,P.S. 20 - BROOKLYN,225 ADELPHI STREET,410000,03/07/2023,BROOKLYN,11205,40.690765,-73.971376,302,35,183,3058531,3020910003,BK0203
1EMK,M183,GYMNASIUM UPGRADE,P.S. 183 - MANHATTAN,419 EAST 66 STREET,21713,03/07/2023,MANHATTAN,10065,40.763736,-73.95815,108,5,116,1045569,1014610007,MN0801
1EML,M600,GYMNASIUM UPGRADE,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,221270,03/07/2023,MANHATTAN,10011,40.745156,-73.996074,104,3,91,1014174,1007740019,MN0401
1EMM,M054,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,I.S. 54 - MANHATTAN,103 WEST 107 STREET,680000,03/07/2023,MANHATTAN,10025,40.800119,-73.962837,107,7,193,1055990,1018620011,MN0703
1EMN,M271,CAFETARIA/MULTI PURPOSE,P.S./I.S. 217 - MANHATTAN,645 MAIN STREET,47040,03/07/2023,MANHATTAN,10044,40.763894,-73.947916,108,5,23802,1084848,1013730001,MN0801
1EMO,M130,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 130 - MANHATTAN,143 BAXTER STREET,88788,03/07/2023,MANHATTAN,10013,40.718903,-73.998438,102,1,41,1003086,1002360038,MN0201
1EMP,R450,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,CURTIS HS - STATEN ISLAND,105 HAMILTON AVENUE,185236,03/07/2023,STATEN IS,10301,40.644735,-74.081222,501,49,7,5106483,5000220001,SI0101
1EMQ,R053,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 53 - STATEN ISLAND,330 DURANT AVENUE,428486,03/07/2023,STATEN IS,10308,40.55258,-74.13706,503,51,13203,5065016,5051060001,SI0302
1EMR,R001,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,86520,03/07/2023,STATEN IS,10307,40.509037,-74.244118,503,51,24401,5107854,5078980001,SI0305
1EMT,R026,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,135803,03/07/2023,STATEN IS,10314,40.591702,-74.190648,502,50,29102,5107386,5026340001,SI0204
1EMU,R029,LIBRARY RECONSTRUCTION AND UPGRADE,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,36945,03/07/2023,STATEN IS,10314,40.613604,-74.115988,501,50,147,5009028,5003310001,SI0105
1EMV,Q189,GYMNASIUM UPGRADE,J.H.S. 189 - QUEENS,144-80 BARCLAY AVENUE,387454,03/07/2023,QUEENS,11355,40.759844,-73.820548,407,20,863,4114763,4050510027,QN0704
1EMW,R040,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,R373 SPED - STATEN ISLAND,91 HENDERSON AVENUE,220252,03/07/2023,STATEN IS,10301,40.640686,-74.095378,501,49,81,5001823,5000730064,SI0101
