PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT (2020),BIN,BBL,NTA (2020)
1F0L,M520,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,URBAN ASSEMBLY MAKER ACADEMY,411 PEARL STREET,49279,03/13/2023,MANHATTAN,10038,40.711442,-74.000851,101,1,2901,1001388,1001130100,MN0102
1F0M,M824,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MILLENNIUM HS - MANHATTAN,75 BROAD STREET,49823,03/13/2023,MANHATTAN,10004,40.704541,-74.011552,101,1,9,1000849,1000290070,MN0101
1F0N,M121,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 38 - MANHATTAN,232 EAST 103 STREET,99645,03/13/2023,MANHATTAN,10029,40.788952,-73.944538,111,8,164,1052384,1016520016,MN1101
1F0O,M155,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 155 - MANHATTAN,319 EAST 117 STREET,161429,03/13/2023,MANHATTAN,10035,40.797302,-73.936365,111,8,188,1052986,1016890005,MN1102
1F0P,M495,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PARK EAST HS - MANHATTAN,230 EAST 105 STREET,99622,03/13/2023,MANHATTAN,10029,40.790543,-73.944356,111,8,170,1075643,1016540033,MN1101
1F0Q,M043,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,URBAN ASSEMBLY SCHOOL FOR THE,509 WEST 129 STREET,64512,03/13/2023,MANHATTAN,10027,40.815256,-73.955325,109,7,219,1059723,1019840033,MN0902
1F0R,M070,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,NYC LAB HS - MANHATTAN,333 WEST 17 STREET,49300,03/13/2023,MANHATTAN,10011,40.742129,-74.002198,104,3,83,1079152,1007410010,MN0401
1F0T,X193,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 211 - BRONX,1919 PROSPECT AVENUE,127551,03/13/2023,BRONX,10457,40.843546,-73.889755,206,15,36901,2094582,2029510032,BX0602
1F0U,X148,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,FREDERICK DOUGLASS ACADEMY III,3630 THIRD AVENUE,246907,03/13/2023,BRONX,10456,40.833511,-73.90449,203,16,14701,2009611,2029250001,BX0302
1F0V,R049,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 49 - STATEN ISLAND,101 WARREN STREET,99648,03/13/2023,STATEN IS,10304,40.620347,-74.081643,501,49,29,5014184,5005560080,SI0102
1F0W,R003,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 3 - STATEN ISLAND,80 SOUTH GOFF AVENUE,247705,03/13/2023,STATEN IS,10309,40.520699,-74.211264,503,51,198,5083311,5067960044,SI0304
1F0X,R005,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,55971,03/13/2023,STATEN IS,10312,40.530169,-74.187635,503,51,176,5082407,5065660001,SI0304
1F0Y,R018,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 18 - STATEN ISLAND,221 BROADWAY,248003,03/13/2023,STATEN IS,10310,40.636587,-74.117509,501,49,105,5004877,5001760010,SI0104
1F0Z,R019,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 19 - STATEN ISLAND,780 POST AVENUE,187133,03/13/2023,STATEN IS,10310,40.631211,-74.127065,501,49,141,5006175,5002270024,SI0106
1F10,R048,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,NAPLES STREET ELEMENTARY SCHOO,1055 TARGEE STREET,174382,03/13/2023,STATEN IS,10304,40.60223,-74.091355,502,50,50,5046419,5031710001,SI0201
1F11,R035,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 35 - STATEN ISLAND,60 FOOTE AVENUE,119576,03/13/2023,STATEN IS,10301,40.613721,-74.099626,501,49,47,5015603,5006100127,SI0104
1F12,Q171,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 171 - QUEENS,14-14 29 AVENUE,149078,03/13/2023,QUEENS,11102,40.771336,-73.929086,401,22,83,4006046,4005370014,QN0102
1F13,R829,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 65 - STATEN ISLAND,98 GRANT STREET,200000,03/13/2023,STATEN IS,10301,40.634032,-74.078611,501,49,21,5013382,5005060081,SI0102
1F14,R075,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 75 - STATEN ISLAND,455 HUGUENOT AVENUE,114593,03/13/2023,STATEN IS,10312,40.54438,-74.197897,503,51,17014,5079651,5060500002,SI0303
1F15,M660,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,SCHOOL OF THE FUTURE - MANHATT,127 EAST 22 STREET,99167,03/13/2023,MANHATTAN,10010,40.738952,-73.985479,105,2,68,1018014,1008780016,MN0602
1F16,M019,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 19 - MANHATTAN,185 1ST AVENUE,50000,03/13/2023,MANHATTAN,10003,40.729636,-73.983818,103,2,4001,1006478,1004530034,MN0303
1F17,M620,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MURRAY HILL ACADEMY HS - M,111 EAST 33 STREET,99648,03/13/2023,MANHATTAN,10016,40.746176,-73.981241,105,4,72,1087537,1008897501,MN0603
1F18,M063,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 363 - MANHATTAN,121 EAST 3 STREET,50000,03/13/2023,MANHATTAN,10009,40.724117,-73.986381,103,2,32,1005760,1004310014,MN0303
1F19,R030,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 30 - STATEN ISLAND,200 WARDWELL AVENUE,174385,03/13/2023,STATEN IS,10314,40.618439,-74.132645,501,50,201,5113069,5004230009,SI0105
1F1A,X240,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 327 - BRONX,1501 JEROME AVENUE,199294,03/13/2023,BRONX,10452,40.842495,-73.916082,204,16,209,2008336,2028590077,BX0403
1F1B,X194,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S./I.S. 194 - BRONX,2365 WATERBURY AVENUE,149471,03/13/2023,BRONX,10462,40.834782,-73.846632,210,18,96,2103494,2038340070,BX1001
1F1C,X166,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,SCIENCE AND TECHNOLOGY ACADEMY,250 EAST 164 STREET,199300,03/13/2023,BRONX,10456,40.828696,-73.917668,204,16,18302,2002497,2024460043,BX0401
1F1D,X163,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 163 - BRONX,2075 WEBSTER AVENUE,148581,03/13/2023,BRONX,10457,40.851741,-73.898493,205,15,379,2013297,2031420048,BX0502
1F1E,K142,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 448 - BROOKLYN,610 HENRY STREET,66431,03/13/2023,BROOKLYN,11231,40.68007,-74.001377,306,39,63,3336036,3003690001,BK0601
1F1F,K400,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,LEADERS HIGH SCHOOL - K,2630 BENSON AVENUE,66116,03/13/2023,BROOKLYN,11214,40.594291,-73.98577,313,47,306,3186454,3068830001,BK1301
1F1G,K035,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 35 - BROOKLYN,272 MACDONOUGH STREET,89683,03/13/2023,BROOKLYN,11233,40.681904,-73.935895,303,36,273,3047054,3016740011,BK0302
1F1H,K460,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MILLENIUM BROOKLYN HIGH SCHOOL,237 7TH AVENUE,49824,03/13/2023,BROOKLYN,11215,40.669629,-73.979287,306,39,155,3025510,3010820001,BK0602
1F1I,K321,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 321 - BROOKLYN,180 7TH AVENUE,49619,03/13/2023,BROOKLYN,11215,40.67146,-73.977783,306,39,155,3337516,3009710028,BK0602
1F1J,K058,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 58 - BROOKLYN,330 SMITH STREET,49824,03/13/2023,BROOKLYN,11231,40.680415,-73.994754,306,39,77,3000000,3004490015,BK0601
1F1K,K781,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,WEST BROOKLYN COMMUNITY HS - K,1053 41 STREET,45313,03/13/2023,BROOKLYN,11219,40.642834,-73.992948,312,38,110,3328583,3055870052,BK1201
1F1L,K271,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 522 - BROOKLYN,1137 HERKIMER STREET,99650,03/13/2023,BROOKLYN,11233,40.677805,-73.915843,316,41,301,3042157,3015500001,BK1601
1F1M,K091,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 91 - BROOKLYN,532 ALBANY AVENUE,124556,03/13/2023,BROOKLYN,11203,40.661886,-73.93994,309,40,806,3106599,3047940026,BK0902
1F1N,K309,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 309 - BROOKLYN,794 MONROE STREET,249117,03/13/2023,BROOKLYN,11221,40.688419,-73.924833,303,41,385,3045047,3016430036,BK0302
1F1O,K112,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 112 - BROOKLYN,7115 15 AVENUE,99649,03/13/2023,BROOKLYN,11228,40.61978,-74.000792,311,38,190,3157760,3061800001,BK1101
1F1P,K285,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 285 - BROOKLYN,5905 BEVERLY ROAD,47159,03/13/2023,BROOKLYN,11203,40.646877,-73.921006,317,45,936,3104599,3047440001,BK1703
1F1Q,K405,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MIDWOOD HS - BROOKLYN,2839 BEDFORD AVENUE,99647,03/13/2023,BROOKLYN,11210,40.633237,-73.952929,314,45,772,3205788,3075530041,BK1401
1F1R,K208,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 208 - BROOKLYN,4801 AVENUE D,99647,03/13/2023,BROOKLYN,11203,40.642031,-73.931151,317,45,840,3105680,3047690025,BK1702
1F1T,K276,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 276 - BROOKLYN,1070 EAST 83 STREET,99649,03/13/2023,BROOKLYN,11236,40.634085,-73.907925,318,46,996,3225637,3080340001,BK1803
1F1U,K277,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 277 - BROOKLYN,2529 GERRITSEN AVENUE,99644,03/13/2023,BROOKLYN,11229,40.596145,-73.928793,318,46,666,3242369,3085900650,BK1891
1F1V,K279,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 279 - BROOKLYN,1070 EAST 104 STREET,99648,03/13/2023,BROOKLYN,11236,40.644203,-73.892264,318,46,986,3326733,3082300001,BK1803
1F1W,K366,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,THE SCIENCE AND MEDICINE MIDDL,965 EAST 107 STREET,50000,03/13/2023,BROOKLYN,11236,40.647323,-73.892022,318,46,984,3396940,3082150012,BK1803
1F1X,K254,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 254 - BROOKLYN,2469 EAST 18 STREET,146483,03/13/2023,BROOKLYN,11235,40.591098,-73.952019,315,48,592,3426200,3074200026,BK1503
1F1Y,K197,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 197 - BROOKLYN,1599 EAST 22 STREET,48898,03/13/2023,BROOKLYN,11210,40.612623,-73.951906,314,48,546,3182169,3067690018,BK1403
1F1Z,K370,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,K370 SPED - BROOKLYN,3000 WEST 1 STREET,199300,03/13/2023,BROOKLYN,11224,40.57752,-73.969517,313,48,35602,3196587,3072740107,BK1302
1F20,K049,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,THE WILLIAMSBURG HIGH SCHOOL O,223 GRAHAM AVENUE,54572,03/13/2023,BROOKLYN,11206,40.709941,-73.943641,301,34,505,3070825,3030250001,BK0104
1F21,K147,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,YOUNG WOMEN'S LEADERSHIP SCHOO,325 BUSHWICK AVENUE,49497,03/13/2023,BROOKLYN,11206,40.705204,-73.939407,301,34,485,3071418,3030910001,BK0104
1F22,Q245,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 305 - QUEENS,378 SENECA AVENUE,224212,03/13/2023,QUEENS,11385,40.707121,-73.914998,405,34,53901,4538307,4034280015,QN0502
1F23,K101,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 101 - BROOKLYN,8696 24TH AVENUE,99644,03/13/2023,BROOKLYN,11214,40.597133,-73.991614,311,43,302,3427175,3068750032,BK1103
1F24,K128,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 128 - BROOKLYN,2075 84 STREET,100644,03/13/2023,BROOKLYN,11214,40.604871,-73.995545,311,43,288,3165232,3063290032,BK1101
1F25,K247,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 247 - BROOKLYN,7000 21 AVENUE,103634,03/13/2023,BROOKLYN,11204,40.612273,-73.986713,311,43,258,3157466,3061740036,BK1101
1F26,K097,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 97 - BROOKLYN,1846 WEST 13TH STREET,99886,03/13/2023,BROOKLYN,11223,40.601639,-73.985189,311,43,404,3425162,3066670024,BK1103
1F27,K048,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 48 - BROOKLYN,6015 18 AVENUE,49625,03/13/2023,BROOKLYN,11204,40.621871,-73.987396,312,44,244,3132140,3055190001,BK1204
1F28,K121,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 121 - BROOKLYN,5301 20TH AVENUE,49441,03/13/2023,BROOKLYN,11204,40.623273,-73.978822,312,44,464,3253281,3054951101,BK1204
1F29,K180,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 180 - BROOKLYN,5601 16 AVENUE,42851,03/13/2023,BROOKLYN,11204,40.627029,-73.989672,312,44,470,3130809,3054920001,BK1202
1F2A,K238,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 238 - BROOKLYN,1633 EAST 8 STREET,22050,03/13/2023,BROOKLYN,11223,40.608862,-73.965058,315,44,420,3176229,3066400013,BK1501
1F2B,M445,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,ESSEX STREET ACADEMY - MANHATT,350 GRAND STREET,54408,03/13/2023,MANHATTAN,10002,40.717349,-73.989596,103,1,18,1005283,1004080030,MN0302
1F2C,M019,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 19 - MANHATTAN,185 1ST AVENUE,49647,03/13/2023,MANHATTAN,10003,40.729636,-73.983818,103,2,4001,1006478,1004530034,MN0303
1F2D,M440,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,JAMES BALDWIN SCHOOL - MANHATT,351 WEST 18 STREET,74320,03/13/2023,MANHATTAN,10011,40.742867,-74.002136,104,3,89,1013096,1007420007,MN0401
1F2E,M281,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,PS 281 - THE RIVER SCHOOL,425 EAST 35 STREET,154493,03/13/2023,MANHATTAN,10016,40.74428,-73.972591,106,4,8601,1089385,1009670002,MN0603
1F2F,M169,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 169 ECF,110 EAST 88 STREET,100000,03/13/2023,MANHATTAN,10128,40.781227,-73.955673,108,4,14802,1048043,1015167502,MN0802
1F2G,M645,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,THE HIGH SCHOOL FOR CLIMATE JU,320 EAST 96 STREET,49822,03/13/2023,MANHATTAN,10128,40.783625,-73.945637,108,8,15601,1050338,1015580034,MN0803
1F2H,M480,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MANHATTAN INTERNATIONAL HS - M,317 EAST 67 STREET,31263,03/13/2023,MANHATTAN,10065,40.765359,-73.960059,108,5,118,1083343,1014420001,MN0801
1F2I,M075,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,I.S. 250 - MANHATTAN,735 WEST END AVENUE,99648,03/13/2023,MANHATTAN,10025,40.795157,-73.973292,107,6,183,1034190,1012530065,MN0702
1F2J,M028,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 28 - MANHATTAN,475 WEST 155 STREET,99420,03/13/2023,MANHATTAN,10032,40.831227,-73.942143,112,10,239,1076739,1021070026,MN1201
1F2K,M169,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 169 ECF,110 EAST 88 STREET,48937,03/13/2023,MANHATTAN,10128,40.781227,-73.955673,108,4,14802,1048043,1015167502,MN0802
1F2L,M435,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,MANHTN CT FOR MATH & SCI. HS -,260 PLEASANT AVENUE,50000,03/13/2023,MANHATTAN,10029,40.793856,-73.934028,111,8,178,1053152,1017130001,MN1102
1F2M,M102,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 102 - MANHATTAN,315 EAST 113 STREET,50000,03/13/2023,MANHATTAN,10029,40.794869,-73.938711,111,8,180,1081366,1016840101,MN1102
1F2N,M083,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 182 - MANHATTAN,219 EAST 109 STREET,49825,03/13/2023,MANHATTAN,10029,40.793194,-73.942548,111,8,180,1052436,1016590012,MN1102
1F2O,M465,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,HS FOR MEDIA & COMM - MANHATTA,549 AUDUBON AVENUE,75000,03/13/2023,MANHATTAN,10040,40.855855,-73.92712,112,10,277,1076751,1021600018,MN1202
1F2P,Q025,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,WORLD JOURNALISM PREPARATORY-Q,34-65 192 STREET,49200,03/13/2023,QUEENS,11358,40.765133,-73.790083,411,19,1139,4119139,4052610001,QN1101
1F2Q,Q031,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 31 - QUEENS,211-45 46 ROAD,49819,03/13/2023,QUEENS,11361,40.757064,-73.770122,411,19,1447,4156949,4073160018,QN1102
1F2R,Q158,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,J.H.S. 158 - QUEENS,46-35 OCEANIA STREET,49569,03/13/2023,QUEENS,11361,40.756139,-73.772862,411,19,1447,4438325,4073120001,QN1102
1F2T,Q193,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 193 - QUEENS,152-20 11 AVENUE,49820,03/13/2023,QUEENS,11357,40.792483,-73.809741,407,19,987,4103056,4045380001,QN0702
1F2U,Q460,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,FLUSHING HS - QUEENS,35-01 UNION STREET,49823,03/13/2023,QUEENS,11354,40.765166,-73.82789,407,20,1161,4113172,4050020001,QN0707
1F2V,Q244,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 244 - QUEENS,137-20 FRANKLIN AVENUE,59786,03/13/2023,QUEENS,11355,40.754654,-73.826759,407,20,79701,4541682,4051370043,QN0707
1F2W,Q315,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 110 - QUEENS,43-18 97TH PLACE,69752,03/13/2023,QUEENS,11368,40.745995,-73.866372,404,21,37501,4439257,4016130017,QN0402
1F2X,Q127,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 127 - QUEENS,98-01 25 AVENUE,99098,03/13/2023,QUEENS,11369,40.764646,-73.871641,403,21,357,4024487,4011090016,QN0302
1F2Y,Q002,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 2 - QUEENS,21-15 75TH STREET,49536,03/13/2023,QUEENS,11370,40.769855,-73.894585,401,22,317,4624308,4009710001,QN0101
1F2Z,Q397,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,DISTRICT 30 PRE-K CENTER,32-52 37TH STREET,49611,03/13/2023,QUEENS,11103,40.759308,-73.920948,401,22,59,4436898,4006470016,QN0103
1F30,Q178,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 178 - QUEENS,189-10 RADNOR ROAD,99069,03/13/2023,QUEENS,11423,40.724479,-73.777454,408,23,1277,4156558,4072770001,QN0804
1F31,Q179,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 179,196-25 PECK AVENUE,49114,03/13/2023,QUEENS,11365,40.741852,-73.779796,408,23,134702,4153407,4071280010,QN0803
1F32,Q213,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 213 - QUEENS,231-02 67 AVENUE,119576,03/13/2023,QUEENS,11364,40.747747,-73.745747,411,23,1377,4163698,4076770001,QN1104
1F33,Q566,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,"QNS HS OF TEACH., LIB. ARTS&SC",74-20 COMMONWEALTH BOULEVARD,110014,03/13/2023,QUEENS,11426,40.746088,-73.727535,413,23,1567,4529899,4078700072,QN1302
1F34,Q811,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,Q811 SPED - QUEENS,61-25 MARATHON PARKWAY,49821,03/13/2023,QUEENS,11362,40.756778,-73.729487,411,23,152902,4173060,4083610001,QN1103
1F35,Q188,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 188 - QUEENS,218-12 HARTLAND AVENUE,128999,03/13/2023,QUEENS,11364,40.736177,-73.753159,411,23,129104,4164350,4077740165,QN1104
1F36,Q263,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. /I.S 295 - QUEENS,222-14 JAMAICA AVENUE,99249,03/13/2023,QUEENS,11428,40.720619,-73.731997,413,23,568,4231378,4108130005,QN1303
1F37,Q221,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 221 - QUEENS,57-40 MARATHON PARKWAY,109175,03/13/2023,QUEENS,11362,40.759404,-73.731299,411,23,152901,4171759,4082760620,QN1103
1F38,Q026,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 26 - QUEENS,195-02 69 AVENUE,109614,03/13/2023,QUEENS,11365,40.736922,-73.77799,408,23,134702,4153296,4071170421,QN0803
1F39,Q135,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 135 - QUEENS,207-11 89TH AVENUE,119227,03/13/2023,QUEENS,11427,40.720154,-73.757367,413,23,49202,4225816,4105820016,QN1303
1F3A,Q165,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 165 - QUEENS,70-35 150 STREET,149468,03/13/2023,QUEENS,11367,40.729741,-73.818446,408,24,77906,4144881,4066970012,QN0801
1F3B,Q168,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,THE QUEENS SCHOOL OF INQUIRY-Q,158-40 76 ROAD,149467,03/13/2023,QUEENS,11366,40.724458,-73.810216,408,24,1257,4147847,4068260001,QN0802
1F3C,Q277,INDOOR BUILDING IMPROVEMENT - COMPUTER ROOM WIRING TO UPGRADE COMPUTER LABS,P.S. 182 - QUEENS,153-27 88TH AVENUE,173598,03/13/2023,QUEENS,11432,40.70643,-73.803444,412,27,236,4594831,4097630023,QN1201
