SchoolDBN,Total # Consented Students YTD,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12,American Indian or Alaska Native,Asian or Pacific Islander,"Hispanic, of any race",Black or African American,Two or More Races,White,Missing Race/Ethnicity,IEP,LEP,Shelter,STH; Not Shelter,Total # Consents Withdrawn,Grade 01 1,Grade 02 1,Grade 03 1,Grade 04 1,Grade 05 1,Grade 06 1,Grade 07 1,Grade 08 1,Grade 09 1,Grade 10 1,Grade 11 1,Grade 12 1,American Indian or Alaska Native 1,Asian or Pacific Islander 1,"Hispanic, of any race 1",Black or African American 1,Two or More Races 1,White 1,Missing Race/Ethnicity 1,IEP 1,LEP 1,Shelter 1,STH; Not Shelter 1
24Q290,273,50,55,59,50,59,,,,,,,,S,61,136,S,7,65,,35,28,,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
24Q293,121,,,,,,,,,35,23,27,36,S,25,83,S,S,S,S,24,9,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q296,163,,,,,,,,,75,26,43,19,S,S,S,,,S,,S,148,S,66,S,,,,,,,,,S,S,S,S,S,S,S,,,S,,S,S,S,S
24Q299,169,,,,,,,,,51,46,33,39,S,42,34,19,S,64,,23,S,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
24Q305,256,33,36,60,61,66,,,,,,,,S,24,194,S,S,31,,72,87,,35,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
24Q307,378,74,72,44,93,95,,,,,,,,S,S,366,S,,S,,96,190,S,47,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
24Q311,394,,,,,,139,143,112,,,,,S,T,384,S,,S,,83,123,S,86,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
24Q330,283,71,59,57,55,41,,,,,,,,S,T,262,7,S,S,,56,120,S,95,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q343,306,59,62,56,64,65,,,,,,,,S,84,163,S,T,47,,65,78,S,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
24Q455,199,,,,,,,,,71,49,35,44,S,54,107,12,S,19,S,29,63,S,13,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q485,582,,,,,,,,,246,126,112,98,S,49,408,20,S,97,S,94,123,S,61,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q520,65,,,,,,,,,21,26,12,6,,8,45,S,,8,S,12,S,,S,S,,,,,,,,,S,S,S,S,,,S,S,,S,S,S,S,,S
24Q530,239,,,,,,,,,93,72,44,30,S,33,186,S,,S,S,S,205,S,31,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
24Q550,441,,,,,,,,,111,114,102,114,S,62,319,21,S,24,T,59,52,S,17,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q560,357,,,,,,24,54,45,55,59,74,46,S,79,166,19,T,69,T,58,9,S,8,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q585,257,,,,,,,,,67,63,76,51,S,32,132,S,S,69,20,37,16,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q600,332,,,,,,,,,150,65,66,51,S,42,256,6,S,24,S,54,14,S,11,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q610,301,,,,,,,,,127,66,38,70,S,109,112,11,6,56,S,39,6,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
24Q744,63,,,,,,,,,S,S,,,,S,45,13,S,S,,17,9,S,S,S,,,,,,,,,S,S,,,,,S,S,S,S,,S,S,S,S
25Q020,505,89,79,89,110,138,,,,,,,,S,363,107,12,S,16,,66,192,S,19,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q021,332,69,67,62,69,65,,,,,,,,S,234,67,S,S,21,,32,73,S,34,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q022,223,36,34,37,53,63,,,,,,,,S,151,59,S,S,S,,27,86,,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
25Q024,503,97,72,96,153,85,,,,,,,,S,435,50,T,S,S,,50,213,,38,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
25Q025,234,,,,,,88,75,71,,,,,S,147,52,S,S,32,,25,15,S,8,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
25Q029,399,83,78,65,86,87,,,,,,,,S,89,271,S,S,32,S,74,149,S,20,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q032,525,92,115,96,109,113,,,,,,,,S,382,96,S,13,28,,72,70,,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
25Q079,408,73,99,74,80,82,,,,,,,,S,255,74,S,7,66,,38,64,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q107,469,86,101,109,88,85,,,,,,,,S,233,203,S,S,23,,64,173,,60,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
25Q120,355,62,53,70,85,85,,,,,,,,S,274,75,S,S,S,,51,170,S,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q129,783,152,155,143,174,159,,,,,,,,S,259,455,T,S,50,S,134,218,S,37,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q130,127,26,29,20,23,29,,,,,,,,S,79,26,S,S,14,,16,14,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
25Q154,322,63,60,74,55,70,,,,,,,,S,155,82,22,T,52,S,63,82,S,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q163,524,103,92,109,112,108,,,,,,,,S,442,57,T,9,T,,73,224,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q164,331,41,44,40,30,33,54,40,49,,,,,S,106,93,12,S,113,S,55,40,,8,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,,S
25Q165,295,61,50,64,45,75,,,,,,,,S,162,67,31,S,29,S,68,41,S,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q169,129,25,26,37,21,20,,,,,,,,S,60,31,S,S,28,,18,16,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
25Q184,262,54,48,36,57,67,,,,,,,,S,167,S,S,S,59,,42,40,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q185,1090,,,,,,385,361,344,,,,,S,667,302,13,T,94,S,144,141,S,95,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q189,199,,,,,,62,75,62,,,,,S,114,70,S,S,T,,26,45,S,16,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
25Q193,263,61,45,51,55,51,,,,,,,,,79,S,S,S,122,,46,25,,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,,S
25Q194,260,,,,,,90,67,103,,,,,S,125,54,S,S,74,S,26,9,S,8,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q200,166,S,16,16,29,30,35,S,22,,,,,S,26,87,23,S,21,,37,9,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
25Q201,249,48,42,60,39,60,,,,,,,,S,34,111,85,T,9,S,73,24,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q209,171,35,26,34,40,36,,,,,,,,,109,S,S,S,36,,31,18,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
25Q214,223,35,32,26,65,65,,,,,,,,S,152,51,12,S,S,,33,59,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q219,399,40,37,46,53,49,59,63,52,,,,,S,206,112,27,S,50,,117,59,S,T,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
25Q237,219,,,,,,79,77,63,,,,,S,165,36,9,S,S,S,29,37,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
25Q240,35,,,,,,,,,16,S,8,S,S,7,19,S,S,S,S,8,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25Q241,33,,,,,,,,,12,11,S,S,S,23,S,S,S,S,S,S,6,,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S
25Q242,146,48,47,51,,,,,,,,,,S,121,13,S,S,T,,22,44,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,,S,S,S,S
25Q244,217,83,67,67,,,,,,,,,,S,200,14,S,S,S,S,21,120,,S,S,S,S,S,,,,,,,,,,S,S,S,S,S,S,S,S,S,,S
25Q250,144,,,,,,49,35,60,,,,,S,38,62,36,S,S,,40,27,S,18,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
25Q252,351,,,,,,60,69,55,53,43,41,30,S,157,98,43,S,44,S,48,20,S,T,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25Q263,207,,,,,,,,,60,59,29,59,,69,126,S,,T,S,S,188,S,37,S,,,,,,,,,S,S,S,S,,,S,S,,S,S,S,S,S,S
25Q281,108,,,,,,42,16,17,7,8,8,10,S,81,12,S,S,8,S,17,8,,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,S
25Q285,242,,,,,,58,42,25,38,34,24,21,S,49,89,S,T,90,S,51,8,,7,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,S
25Q294,123,,,,,,50,45,28,,,,,,57,26,S,S,35,S,15,S,,S,S,,,,,,S,S,S,,,,,,,S,S,S,S,S,S,S,,S
25Q379,246,,,,,,89,77,80,,,,,,37,169,S,,36,S,52,29,S,10,S,,,,,,S,S,S,,,,,,,S,S,,S,S,S,S,S,S
25Q425,323,,,,,,,,,95,82,89,57,S,75,142,62,S,29,8,65,52,S,15,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25Q460,111,,,,,,,,,26,29,23,33,S,28,62,17,S,S,S,10,9,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25Q499,131,13,18,16,24,18,19,11,12,,,,,S,59,23,18,S,17,,13,S,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
25Q525,334,,,,,,,,,98,94,56,86,S,198,43,14,S,62,7,44,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25Q540,219,,,,,,,,,39,78,78,24,S,28,171,S,,12,,43,61,S,27,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
25Q670,154,,,,,,,,,66,36,25,27,S,43,71,14,S,18,6,22,11,S,11,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
25Q792,12,,,,,,,,,S,S,S,7,S,S,7,S,S,S,,S,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
26Q018,265,44,51,T,61,T,,,,,,,,S,162,46,25,S,25,,48,53,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
26Q026,362,72,69,80,71,70,,,,,,,,T,232,58,25,S,36,S,56,69,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
26Q031,299,38,T,59,63,T,,,,,,,,S,175,67,T,T,37,,58,46,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q041,308,60,T,57,80,T,,,,,,,,S,188,64,S,T,43,,56,24,,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q046,305,60,64,57,61,63,,,,,,,,S,201,44,18,T,27,,85,56,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
26Q067,315,,,,,,142,102,71,,,,,S,194,37,10,12,60,S,35,S,,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,,S
26Q074,615,,,,,,224,199,192,,,,,S,446,52,18,17,78,S,74,26,,9,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,,S
26Q094,204,T,42,37,T,39,,,,,,,,S,156,24,S,T,15,S,29,19,,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
26Q098,137,28,24,30,29,26,,,,,,,,S,48,29,S,T,47,,32,S,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q115,365,66,70,74,80,75,,,,,,,,T,263,42,23,T,19,,32,29,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q133,322,59,68,63,62,70,,,,,,,,S,220,51,17,S,24,,43,19,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
26Q158,596,,,,,,197,171,228,,,,,S,407,93,20,T,61,S,81,44,S,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
26Q159,336,61,63,76,69,67,,,,,,,,S,235,50,S,S,45,,51,86,,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q162,431,67,78,87,87,112,,,,,,,,S,330,45,S,T,43,,71,130,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
26Q172,677,,,,,,224,213,240,,,,,T,455,98,50,T,52,S,109,43,,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,,S
26Q173,550,79,96,125,127,123,,,,,,,,S,377,69,T,8,85,S,88,65,,14,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
26Q178,123,9,18,18,27,17,15,7,12,,,,,S,34,14,9,S,60,S,15,12,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
26Q186,217,50,44,41,40,42,,,,,,,,S,94,35,27,S,54,,70,T,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q188,381,76,82,82,78,63,,,,,,,,,279,19,S,S,70,,30,23,,T,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,,S
26Q191,246,44,50,T,T,T,,,,,,,,S,187,33,T,T,10,,45,34,,27,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q203,334,61,56,78,69,70,,,,,,,,S,271,21,6,9,27,,42,39,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q205,135,26,27,28,32,22,,,,,,,,S,63,25,S,T,29,,25,7,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q213,239,54,45,51,45,44,,,,,,,,S,151,34,25,S,25,,40,36,,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q216,1033,,,,,,343,340,350,,,,,T,766,120,36,T,83,S,92,52,S,69,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
26Q221,341,65,65,59,87,65,,,,,,,,,239,41,S,S,47,,46,47,S,S,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
26Q266,373,31,41,36,48,53,53,52,59,,,,,T,121,89,100,T,44,S,98,12,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
26Q315,148,,,,,,,,,44,50,38,16,S,39,32,64,S,S,S,23,7,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
26Q376,203,45,57,51,50,,,,,,,,,S,129,42,T,T,15,,29,32,,14,S,S,S,S,S,,,,,,,,,S,S,S,S,S,S,,S,S,,S
26Q390,10,10,,,,,,,,,,,,S,S,S,S,S,S,,S,,,,S,S,,,,,,,,,,,,S,S,S,S,S,S,,S,,,
26Q415,266,,,,,,,,,77,63,62,64,S,118,44,60,S,S,S,28,S,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
26Q430,625,,,,,,,,,178,180,133,134,S,358,125,32,S,102,S,83,29,S,13,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
26Q435,163,,,,,,,,,54,41,48,20,6,69,25,55,S,6,S,34,29,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
26Q495,1584,,,,,,,,,612,435,271,266,19,864,332,120,12,215,22,194,125,T,64,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
26Q566,281,,,,,,,,,70,78,72,61,S,45,65,135,S,14,11,41,9,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q042,185,18,23,38,24,22,15,31,14,,,,,S,S,43,127,S,S,,52,8,S,8,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q043,279,21,47,44,35,40,20,37,35,,,,,S,S,104,165,S,S,,83,28,14,27,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q045,103,26,20,14,22,21,,,,,,,,T,13,21,60,S,S,,17,17,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q047,62,9,12,6,14,7,S,8,S,,,,,S,T,S,S,S,40,,15,S,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q051,52,52,,,,,,,,,,,,S,S,28,S,S,10,,8,20,S,S,S,S,,,,,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q053,61,,,,,,24,24,13,,,,,S,S,31,27,S,S,,19,11,8,6,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q056,85,,24,16,30,15,,,,,,,,S,18,45,S,S,12,,15,16,S,S,S,,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q060,221,52,40,35,36,58,,,,,,,,S,54,149,9,S,S,,23,54,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q062,421,71,90,88,85,87,,,,,,,,59,219,103,21,6,13,S,68,38,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
27Q063,550,87,98,125,110,130,,,,,,,,24,229,252,13,6,26,,90,100,S,11,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q064,219,23,50,48,40,58,,,,,,,,S,143,56,T,S,9,S,40,41,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q065,222,38,49,38,54,43,,,,,,,,17,96,85,11,S,11,S,51,19,S,8,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q066,214,57,50,40,37,30,,,,,,,,T,53,121,12,S,16,,45,69,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q090,307,48,66,66,70,57,,,,,,,,11,82,192,S,S,17,,57,74,S,21,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q096,111,19,25,23,24,20,,,,,,,,21,45,17,21,S,S,,S,12,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q097,244,54,40,48,52,50,,,,,,,,S,52,171,S,S,10,,52,48,S,7,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q100,353,38,64,81,82,88,,,,,,,,159,81,76,20,8,9,S,65,29,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
27Q104,290,49,60,62,66,53,,,,,,,,T,10,162,96,S,12,S,66,59,T,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q105,334,36,40,43,37,50,53,44,31,,,,,S,11,129,183,S,S,,102,19,10,15,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q106,44,9,10,11,8,6,,,,,,,,S,S,9,30,S,S,,15,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q108,700,114,137,156,162,131,,,,,,,,20,210,T,37,T,49,S,116,46,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q114,92,9,10,17,15,21,10,S,S,,,,,,S,11,S,S,77,,26,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,,S,S,S,S
27Q123,278,43,47,64,60,64,,,,,,,,21,46,54,149,S,8,,72,28,T,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q124,490,51,45,52,53,86,89,57,57,,,,,67,237,82,72,S,22,S,58,48,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q137,1041,,,,,,374,330,337,,,,,S,522,427,46,S,38,,172,132,T,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q146,197,18,20,35,21,34,27,22,20,,,,,S,21,87,S,S,83,,46,9,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q155,188,49,44,51,26,18,,,,,,,,33,75,39,33,S,S,,21,10,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q183,137,22,28,21,23,24,9,S,S,,,,,S,11,47,70,S,7,,44,20,10,7,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q197,214,39,48,46,44,37,,,,,,,,6,S,130,71,,S,,58,62,7,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
27Q202,308,,,,,,118,90,100,,,,,S,130,128,18,S,15,S,33,34,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q207,231,21,36,27,33,32,23,29,30,,,,,S,31,55,S,8,129,,50,S,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q210,1175,,,,,,417,375,383,,,,,39,339,T,39,T,30,,205,233,T,40,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q223,202,46,42,51,34,29,,,,,,,,26,33,41,95,S,S,,39,19,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q226,419,,,,,,165,132,122,,,,,86,128,93,98,S,S,,84,34,S,31,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q232,181,18,19,26,24,26,22,24,22,,,,,S,21,108,S,S,41,S,45,12,,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,,S
27Q253,194,37,43,26,47,41,,,,,,,,S,T,137,46,S,S,S,51,61,S,27,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q254,323,61,62,60,60,80,,,,,,,,S,39,242,9,S,27,,51,104,S,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q260,118,,,,,,,,,50,30,19,19,S,S,60,47,S,S,,19,40,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
27Q261,47,,,,,,,,,27,,,20,S,S,9,31,,S,,15,S,S,S,S,,,,,,,,,S,,,S,S,S,S,S,,S,,S,S,S,S
27Q262,118,,,,,,36,27,17,13,12,S,S,S,13,43,36,S,18,S,18,S,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q273,155,38,32,23,24,38,,,,,,,,S,23,117,8,S,S,,37,34,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,,S
27Q282,159,,,,,,61,55,43,,,,,S,S,99,50,S,S,S,23,18,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q297,60,,,,,,27,18,15,,,,,S,16,13,18,S,S,,10,S,,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,,S
27Q302,162,,,,,,,,,61,49,33,19,S,S,83,66,S,T,S,34,18,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q306,121,21,22,29,27,22,,,,,,,,S,25,79,8,S,T,,34,20,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q308,133,,,,,,,,,53,30,23,27,S,27,66,15,S,19,S,30,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q309,103,,,,,,9,9,9,24,20,13,19,S,S,64,33,S,S,S,18,12,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q314,29,,,,,,,,,9,S,10,S,S,S,9,12,S,S,S,9,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q316,103,18,19,18,19,29,,,,,,,,7,27,51,6,S,10,S,15,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q317,185,23,48,31,53,30,,,,,,,,S,S,88,48,7,39,,46,15,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q318,110,,,,,,47,31,32,,,,,S,S,36,58,S,T,,34,T,S,8,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q319,115,,,,,,41,34,40,,,,,S,S,49,63,,S,,35,22,T,10,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
27Q323,260,,,,,,53,53,44,29,36,24,21,S,52,50,35,S,109,7,31,S,S,S,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q324,91,,,,,,,,,28,20,25,18,S,S,31,46,S,8,S,30,9,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q333,134,20,9,18,27,19,10,17,14,,,,,T,S,35,80,S,S,,24,S,S,S,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
27Q334,110,,,,,,,,,44,29,27,10,S,33,46,16,S,6,S,19,15,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q351,87,,,,,,,,,19,26,18,24,S,S,38,38,S,T,S,34,12,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q362,223,41,43,48,47,44,,,,,,,,S,S,149,S,S,S,,46,74,S,21,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
27Q377,155,40,43,46,26,,,,,,,,,6,39,86,13,S,11,S,30,24,S,S,S,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
27Q400,194,,,,,,,,,75,56,52,11,8,26,33,119,S,S,S,45,16,7,15,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
27Q475,480,,,,,,,,,222,109,77,72,27,138,244,49,S,13,S,66,97,9,23,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
